Batch_ID,Leather_Used_kg,Cork_Used_kg,Thread_Used_m,Glue_Used_L
B038806,3.17,0.55,87.31,0.26
B038807,4.45,1.22,136.87,0.16
B038808,1.85,0.79,143.46,0.34
B038809,1.33,1.92,184.33,0.5
B038810,3.04,0.97,64.53,0.47
B038811,4.03,1.43,157.65,0.32
B038812,3.16,1.37,117.66,0.11
B038813,1.31,1.36,183.87,0.11
B038814,1.81,0.66,54.35,0.15
B038815,1.54,1.95,112.34,0.43
B038816,4.84,1.01,198.37,0.2
B038817,4.79,1.34,65.56,0.31
B038818,1.59,0.85,146.46,0.11
B038819,1.96,1.82,174.62,0.13
B038820,3.5,0.99,97.31,0.17
B038821,4.65,0.58,61.31,0.4
B038822,3.27,1.16,139.19,0.21
B038823,2.45,1.44,157.34,0.15
B038824,4.04,0.52,95.88,0.41
B038825,4.62,1.13,108.84,0.47
B038826,2.18,1.35,129.82,0.14
B038827,4.02,0.92,182.0,0.4
B038828,1.74,1.12,50.71,0.28
B038829,1.64,0.55,85.94,0.34
B038830,4.54,1.65,113.59,0.35
B038831,4.97,0.56,84.34,0.4
B038832,1.72,1.5,192.86,0.36
B038833,2.09,1.86,107.74,0.3
B038834,2.52,1.91,148.27,0.46
B038835,1.9,1.33,128.73,0.2
B038836,3.77,1.83,99.7,0.17
B038837,3.42,0.82,124.45,0.21
B038838,1.5,0.61,184.49,0.46
B038839,2.73,1.72,143.09,0.12
B038840,4.53,1.49,52.37,0.33
B038841,4.56,1.81,84.54,0.28
B038842,1.44,1.97,136.2,0.43
B038843,4.63,1.74,95.2,0.3
B038844,1.46,1.47,141.73,0.39
B038845,4.45,1.92,144.39,0.32
B038846,4.15,1.75,183.01,0.42
B038847,2.28,1.09,100.12,0.42
B038848,2.59,1.66,153.44,0.49
B038849,3.42,1.33,107.57,0.21
B038850,3.33,1.3,64.91,0.35
B038851,1.67,1.62,149.63,0.45
B038852,1.76,0.62,61.04,0.32
B038853,3.6,1.89,120.17,0.25
B038854,3.8,1.42,90.1,0.19
B038855,3.18,0.54,163.07,0.38
B038856,4.16,1.13,114.95,0.32
B038857,3.12,0.59,109.27,0.25
B038858,3.47,1.5,80.12,0.17
B038859,2.46,1.15,152.47,0.45
B038860,3.61,1.65,71.33,0.24
B038861,3.93,1.82,104.75,0.16
B038862,3.53,1.24,84.8,0.12
B038863,4.33,0.98,112.48,0.39
B038864,1.5,1.27,110.66,0.34
B038865,1.91,1.27,105.68,0.16
B038866,3.25,0.78,123.53,0.25
B038867,3.11,1.42,187.87,0.27
B038868,4.31,0.81,135.98,0.26
B038869,3.45,1.7,139.57,0.34
B038870,3.01,0.69,157.6,0.3
B038871,2.8,1.4,98.62,0.32
B038872,1.73,0.96,66.86,0.44
B038873,1.12,1.76,138.07,0.46
B038874,2.33,1.82,116.59,0.16
B038875,1.31,0.96,177.75,0.11
B038876,1.73,0.52,105.7,0.38
B038877,1.69,1.06,102.04,0.16
B038878,3.39,1.06,177.15,0.13
B038879,4.8,1.51,95.2,0.29
B038880,1.45,0.69,113.81,0.35
B038881,4.92,1.07,83.66,0.11
B038882,2.55,1.11,187.64,0.46
B038883,4.55,2.0,115.29,0.42
B038884,1.54,1.79,173.6,0.42
B038885,3.77,1.06,114.4,0.38
B038886,3.02,0.88,82.29,0.45
B038887,3.18,1.94,54.92,0.1
B038888,2.67,1.19,139.37,0.2
B038889,4.07,1.7,145.63,0.33
B038890,1.89,1.05,138.76,0.31
B038891,4.32,1.71,173.78,0.42
B038892,4.07,0.81,167.99,0.43
B038893,3.47,1.27,57.45,0.49
B038894,3.35,0.55,191.71,0.44
B038895,4.2,1.3,184.92,0.45
B038896,3.59,1.56,178.77,0.11
B038897,4.7,1.8,114.79,0.19
B038898,4.18,1.35,128.57,0.25
B038899,3.25,1.48,179.22,0.17
B038900,2.35,1.35,152.11,0.48
B038901,2.18,1.78,149.69,0.48
B038902,3.5,1.9,111.82,0.11
B038903,1.35,1.08,63.21,0.4
B038904,3.97,1.12,181.92,0.29
B038905,2.12,1.26,95.07,0.26
B038906,4.11,1.95,76.18,0.46
B038907,3.84,1.72,59.76,0.3
B038908,1.79,1.99,170.85,0.13
B038909,3.66,0.52,146.44,0.28
B038910,2.74,0.75,191.71,0.38
B038911,2.84,0.73,89.26,0.26
B038912,1.42,1.65,136.03,0.17
B038913,3.95,1.68,179.7,0.26
B038914,2.43,0.59,114.12,0.5
B038915,4.49,1.75,56.25,0.13
B038916,2.42,1.09,80.46,0.44
B038917,3.09,0.97,199.79,0.21
B038918,1.54,0.86,87.69,0.17
B038919,1.88,1.2,164.33,0.5
B038920,2.69,1.92,157.2,0.29
B038921,2.5,0.52,197.87,0.23
B038922,3.99,0.75,89.57,0.21
B038923,4.06,1.14,97.05,0.29
B038924,3.79,1.38,137.2,0.32
B038925,3.46,1.93,66.89,0.29
B038926,3.57,1.72,82.96,0.37
B038927,4.2,0.77,176.02,0.3
B038928,3.36,1.2,51.99,0.25
B038929,2.33,1.29,70.81,0.38
B038930,3.99,0.71,195.42,0.34
B038931,4.85,0.89,110.86,0.13
B038932,4.53,1.25,64.48,0.16
B038933,4.62,0.78,158.64,0.13
B038934,3.48,1.26,185.52,0.13
B038935,4.36,1.66,103.71,0.29
B038936,2.25,1.63,50.9,0.34
B038937,4.09,1.48,180.98,0.29
B038938,4.06,1.55,141.4,0.3
B038939,1.17,1.59,58.87,0.25
B038940,3.17,1.69,142.31,0.31
B038941,3.42,0.51,75.13,0.41
B038942,3.72,0.61,199.43,0.17
B038943,1.27,1.54,101.61,0.24
B038944,4.4,1.56,195.52,0.47
B038945,4.77,1.3,138.49,0.43
B038946,1.72,0.96,195.92,0.14
B038947,2.07,0.76,82.73,0.35
B038948,2.82,0.71,117.99,0.14
B038949,2.65,1.29,102.19,0.26
B038950,1.68,1.71,52.7,0.44
B038951,2.59,1.27,132.04,0.35
B038952,3.42,1.13,121.44,0.38
B038953,3.6,0.99,168.63,0.38
B038954,2.36,0.88,150.16,0.43
B038955,2.76,1.35,95.78,0.26
B038956,3.27,1.48,170.67,0.2
B038957,1.65,1.87,83.81,0.45
B038958,2.71,1.39,136.42,0.45
B038959,3.67,1.18,193.01,0.34
B038960,1.69,1.97,150.51,0.38
B038961,3.43,0.78,77.07,0.15
B038962,2.35,1.15,78.85,0.24
B038963,4.87,0.87,171.5,0.41
B038964,1.42,1.72,196.71,0.1
B038965,3.11,1.14,74.8,0.26
B038966,4.81,0.88,125.73,0.44
B038967,2.32,0.72,163.58,0.19
B038968,4.58,1.78,122.19,0.37
B038969,2.86,1.89,151.46,0.18
B038970,4.01,1.18,97.72,0.21
B038971,4.98,1.77,118.38,0.4
B038972,4.77,0.62,160.78,0.31
B038973,2.03,1.4,121.25,0.44
B038974,4.33,1.56,179.78,0.48
B038975,1.68,0.63,155.16,0.26
B038976,5.0,0.54,58.75,0.24
B038977,1.32,1.7,136.95,0.13
B038978,4.95,0.51,141.05,0.16
B038979,3.19,0.61,65.76,0.26
B038980,4.02,1.6,160.91,0.45
B038981,1.67,0.91,64.78,0.2
B038982,1.12,1.13,93.83,0.24
B038983,2.12,1.96,181.07,0.1
B038984,3.2,1.8,111.3,0.35
B038985,2.6,1.37,168.84,0.12
B038986,4.65,1.78,58.34,0.15
B038987,3.36,0.82,179.09,0.3
B038988,4.48,1.72,190.36,0.42
B038989,3.67,1.03,77.28,0.45
B038990,1.27,0.69,136.97,0.35
B038991,1.81,1.92,173.27,0.32
B038992,2.4,1.89,173.24,0.23
B038993,4.03,0.68,131.97,0.2
B038994,1.72,1.61,123.29,0.26
B038995,4.91,1.3,153.19,0.24
B038996,2.08,0.51,182.82,0.35
B038997,2.46,1.26,132.14,0.13
B038998,4.98,1.33,95.94,0.31
B038999,4.01,0.65,135.93,0.46
B039000,4.6,1.3,158.76,0.28
B039001,2.04,1.98,64.45,0.25
B039002,1.67,1.85,146.19,0.19
B039003,1.15,0.7,132.01,0.25
B039004,2.28,0.75,66.27,0.22
B039005,2.65,1.53,193.88,0.43
B039006,3.72,1.74,136.41,0.49
B039007,2.76,0.58,76.1,0.47
B039008,4.71,1.95,53.36,0.31
B039009,1.32,1.07,135.52,0.17
B039010,1.76,1.42,107.28,0.18
B039011,4.97,1.27,52.41,0.2
B039012,3.1,0.85,186.74,0.2
B039013,4.44,0.52,183.51,0.49
B039014,4.57,0.65,197.6,0.25
B039015,2.64,1.79,90.05,0.45
B039016,3.58,1.35,138.39,0.34
B039017,4.99,1.05,157.87,0.34
B039018,3.11,1.59,130.22,0.2
B039019,4.58,1.27,133.24,0.36
B039020,2.36,0.86,74.49,0.27
B039021,4.49,0.76,195.02,0.4
B039022,3.14,1.21,116.32,0.1
B039023,4.5,1.96,187.67,0.2
B039024,4.52,0.88,58.16,0.41
B039025,1.37,0.64,124.16,0.13
B039026,1.77,1.07,121.84,0.42
B039027,2.83,1.52,196.2,0.45
B039028,3.41,1.29,100.63,0.45
B039029,1.02,1.44,106.18,0.3
B039030,1.66,1.22,182.82,0.14
B039031,4.54,1.93,146.16,0.2
B039032,3.69,0.59,75.82,0.49
B039033,3.27,1.52,126.79,0.36
B039034,3.22,1.99,122.86,0.29
B039035,4.74,1.36,181.59,0.14
B039036,3.0,1.33,145.16,0.46
B039037,4.7,1.37,124.82,0.14
B039038,3.01,0.58,186.33,0.44
B039039,2.59,1.62,162.74,0.33
B039040,4.65,1.39,195.84,0.2
B039041,2.92,0.58,110.35,0.23
B039042,3.64,1.18,73.74,0.41
B039043,3.11,1.67,90.25,0.22
B039044,4.21,1.01,89.4,0.12
B039045,1.14,1.31,163.8,0.42
B039046,3.9,1.12,94.35,0.21
B039047,4.92,0.56,81.1,0.13
B039048,1.3,1.28,86.56,0.25
B039049,1.89,0.59,172.3,0.35
B039050,1.63,1.39,128.12,0.26
B039051,2.29,1.37,119.19,0.4
B039052,1.89,0.96,160.27,0.47
B039053,2.17,1.78,55.74,0.25
B039054,4.92,1.84,175.21,0.17
B039055,1.04,1.46,156.36,0.24
B039056,3.78,1.7,60.25,0.31
B039057,3.69,0.78,78.64,0.31
B039058,4.76,0.68,118.92,0.22
B039059,4.34,1.67,181.07,0.37
B039060,3.03,1.76,111.14,0.28
B039061,2.28,1.08,105.33,0.19
B039062,4.79,2.0,109.7,0.45
B039063,1.46,0.79,116.28,0.31
B039064,4.98,0.63,189.54,0.37
B039065,2.47,0.53,73.6,0.22
B039066,2.94,0.96,50.39,0.45
B039067,4.97,0.6,114.26,0.33
B039068,3.65,1.1,126.09,0.5
B039069,1.31,1.3,112.78,0.27
B039070,4.04,1.73,118.6,0.41
B039071,4.0,1.6,160.41,0.35
B039072,1.38,1.2,198.88,0.47
B039073,3.88,1.98,143.73,0.47
B039074,1.36,0.68,163.11,0.13
B039075,3.8,1.59,122.23,0.18
B039076,4.72,0.73,151.73,0.32
B039077,1.16,0.5,196.23,0.46
B039078,1.17,1.37,132.04,0.39
B039079,2.16,1.76,55.71,0.37
B039080,2.07,1.15,143.22,0.4
B039081,2.6,1.24,195.19,0.4
B039082,2.61,1.37,136.33,0.35
B039083,4.11,0.53,133.58,0.37
B039084,2.03,1.47,65.95,0.39
B039085,2.12,1.9,76.32,0.5
B039086,1.52,1.27,190.97,0.18
B039087,2.58,1.42,128.36,0.45
B039088,3.07,1.86,164.06,0.42
B039089,3.21,1.45,86.85,0.42
B039090,1.39,1.38,137.93,0.16
B039091,2.96,1.77,159.45,0.14
B039092,1.59,1.72,125.18,0.18
B039093,1.94,1.72,155.98,0.36
B039094,1.03,0.88,132.81,0.12
B039095,3.12,1.39,61.95,0.17
B039096,3.47,1.6,96.29,0.44
B039097,2.21,1.69,146.89,0.35
B039098,2.68,1.64,151.68,0.19
B039099,1.18,0.66,106.9,0.1
B039100,2.08,0.95,92.96,0.31
B039101,2.42,1.4,164.8,0.38
B039102,1.26,1.4,171.27,0.38
B039103,3.7,1.04,190.48,0.32
B039104,4.08,1.0,62.07,0.36
B039105,2.86,1.84,161.3,0.43
B039106,3.96,0.73,87.94,0.18
B039107,4.77,0.7,132.46,0.27
B039108,4.56,0.79,95.2,0.21
B039109,2.13,0.93,102.46,0.29
B039110,4.66,0.71,174.22,0.4
B039111,1.2,1.13,127.78,0.3
B039112,4.39,0.98,189.05,0.41
B039113,1.85,0.58,79.1,0.5
B039114,2.36,1.34,66.37,0.15
B039115,4.19,0.56,62.6,0.13
B039116,1.26,1.95,115.17,0.42
B039117,4.56,1.74,109.48,0.31
B039118,1.49,1.98,121.99,0.37
B039119,2.05,1.77,105.65,0.34
B039120,3.48,1.03,184.11,0.19
B039121,3.45,0.66,148.65,0.49
B039122,2.86,0.5,163.95,0.18
B039123,3.44,0.55,126.72,0.32
B039124,3.97,0.56,134.54,0.39
B039125,2.56,1.71,113.04,0.33
B039126,4.12,0.81,105.87,0.39
B039127,4.98,0.98,93.98,0.31
B039128,4.54,0.85,185.5,0.2
B039129,3.78,0.51,62.44,0.39
B039130,4.34,1.62,164.71,0.16
B039131,2.72,1.52,146.16,0.3
B039132,1.89,1.13,132.05,0.27
B039133,2.02,1.95,159.24,0.25
B039134,1.9,0.9,179.16,0.49
B039135,1.31,0.78,102.98,0.13
B039136,3.31,1.96,71.33,0.13
B039137,4.0,1.48,87.72,0.15
B039138,3.09,1.8,136.8,0.3
B039139,4.4,1.26,86.62,0.31
B039140,1.87,1.16,86.36,0.28
B039141,1.18,0.69,183.59,0.48
B039142,3.34,1.09,60.78,0.48
B039143,2.17,0.93,191.31,0.17
B039144,2.35,0.66,146.99,0.11
B039145,3.62,1.18,89.91,0.33
B039146,1.79,0.92,107.63,0.3
B039147,3.15,0.61,55.75,0.18
B039148,3.87,0.81,95.52,0.2
B039149,4.48,1.21,157.37,0.27
B039150,1.69,1.87,169.02,0.44
B039151,4.07,1.11,198.87,0.14
B039152,2.83,1.69,161.51,0.15
B039153,2.06,1.46,100.51,0.42
B039154,2.51,1.44,144.92,0.39
B039155,1.39,1.13,136.63,0.1
B039156,3.68,1.21,138.95,0.25
B039157,3.28,1.71,118.9,0.14
B039158,4.07,0.7,70.35,0.21
B039159,1.45,0.87,159.96,0.36
B039160,2.59,1.64,140.0,0.22
B039161,1.67,1.44,185.88,0.3
B039162,1.56,1.59,175.4,0.43
B039163,2.32,1.55,94.05,0.43
B039164,2.07,1.6,168.69,0.33
B039165,1.6,1.68,74.88,0.14
B039166,4.03,1.9,115.07,0.15
B039167,2.39,0.6,114.67,0.3
B039168,2.05,0.67,87.46,0.3
B039169,4.4,1.65,149.22,0.34
B039170,2.91,0.86,130.77,0.11
B039171,2.7,0.96,83.28,0.4
B039172,3.44,1.78,81.48,0.31
B039173,2.95,1.36,59.93,0.43
B039174,2.6,1.92,100.83,0.11
B039175,4.74,1.15,169.93,0.4
B039176,1.62,1.33,168.92,0.15
B039177,3.64,1.23,198.75,0.27
B039178,2.29,1.83,133.74,0.34
B039179,4.11,1.38,137.67,0.12
B039180,4.02,1.96,158.56,0.33
B039181,1.92,1.34,126.12,0.35
B039182,4.71,0.97,66.22,0.45
B039183,2.53,0.6,140.7,0.44
B039184,4.59,1.56,172.5,0.41
B039185,4.97,0.71,134.99,0.49
B039186,2.6,0.73,96.54,0.26
B039187,1.42,1.96,180.41,0.22
B039188,2.43,1.68,134.63,0.27
B039189,2.28,1.61,160.79,0.48
B039190,1.81,0.61,158.78,0.25
B039191,1.03,1.96,96.81,0.33
B039192,4.81,1.34,109.56,0.15
B039193,4.09,1.09,94.61,0.48
B039194,1.02,1.91,96.66,0.43
B039195,2.07,0.75,194.9,0.33
B039196,1.38,1.28,129.24,0.23
B039197,3.3,1.33,91.1,0.38
B039198,3.09,1.11,183.61,0.46
B039199,2.87,1.95,133.46,0.48
B039200,4.7,1.78,163.32,0.26
B039201,1.83,1.6,115.8,0.4
B039202,1.98,1.1,148.11,0.37
B039203,3.77,1.01,172.48,0.13
B039204,2.77,0.93,163.86,0.42
B039205,2.45,0.99,167.59,0.1
B039206,3.67,0.62,145.98,0.15
B039207,1.55,1.07,141.79,0.17
B039208,1.6,0.71,176.03,0.29
B039209,2.1,0.61,53.52,0.4
B039210,4.3,0.55,86.26,0.37
B039211,4.25,0.78,56.55,0.27
B039212,2.59,0.89,68.05,0.29
B039213,3.01,1.46,155.37,0.27
B039214,3.43,1.92,116.46,0.22
B039215,4.65,1.94,192.77,0.37
B039216,4.38,1.42,91.62,0.35
B039217,2.5,1.96,92.53,0.28
B039218,2.8,1.18,176.16,0.19
B039219,3.42,0.63,167.16,0.36
B039220,3.37,1.8,117.09,0.24
B039221,1.91,1.14,147.74,0.11
B039222,4.61,1.77,82.76,0.43
B039223,4.04,1.11,147.32,0.48
B039224,3.85,1.88,161.04,0.34
B039225,3.18,1.61,94.58,0.11
B039226,4.96,0.95,160.41,0.25
B039227,4.58,0.65,114.06,0.23
B039228,3.77,1.06,63.96,0.19
B039229,1.85,1.23,187.91,0.46
B039230,2.59,0.6,81.28,0.24
B039231,1.34,1.0,84.39,0.28
B039232,1.15,1.81,143.82,0.19
B039233,1.97,1.69,150.56,0.22
B039234,4.77,1.65,197.49,0.29
B039235,3.51,1.51,131.78,0.22
B039236,1.99,1.61,65.04,0.25
B039237,4.92,1.77,134.9,0.45
B039238,3.83,0.73,123.35,0.28
B039239,1.69,1.37,124.03,0.19
B039240,2.71,1.07,185.86,0.16
B039241,2.73,1.5,166.1,0.42
B039242,1.99,1.15,174.59,0.39
B039243,4.67,1.23,103.58,0.27
B039244,3.7,1.22,155.04,0.33
B039245,1.75,1.83,185.34,0.3
B039246,1.7,1.18,148.3,0.37
B039247,3.43,0.98,167.46,0.23
B039248,3.63,0.79,185.71,0.45
B039249,4.69,0.69,120.36,0.38
B039250,3.48,1.46,133.88,0.37
B039251,3.05,1.48,161.01,0.35
B039252,4.55,1.33,84.64,0.29
B039253,3.93,1.26,189.08,0.22
B039254,4.35,1.94,75.65,0.11
B039255,3.0,0.99,94.99,0.42
B039256,3.42,1.2,113.24,0.3
B039257,1.02,0.5,97.43,0.22
B039258,4.78,1.94,138.59,0.25
B039259,3.45,0.6,157.77,0.2
B039260,4.11,0.58,57.44,0.38
B039261,2.31,1.11,166.83,0.47
B039262,2.33,1.26,125.06,0.16
B039263,1.41,0.85,76.79,0.26
B039264,3.16,1.74,181.35,0.41
B039265,4.52,0.88,105.86,0.28
B039266,2.0,0.95,82.75,0.21
B039267,1.19,0.79,97.27,0.3
B039268,1.57,1.08,55.01,0.13
B039269,2.33,1.06,98.31,0.36
B039270,1.71,0.72,114.29,0.11
B039271,3.0,1.57,86.72,0.44
B039272,3.47,0.79,162.54,0.4
B039273,2.11,1.61,197.31,0.29
B039274,1.44,1.75,60.83,0.18
B039275,2.15,1.92,89.89,0.41
B039276,3.66,0.97,141.56,0.16
B039277,3.67,0.83,128.25,0.36
B039278,3.8,1.43,77.84,0.31
B039279,4.08,1.28,50.46,0.3
B039280,3.58,1.12,157.36,0.48
B039281,2.5,1.81,170.88,0.12
B039282,3.43,1.14,99.75,0.21
B039283,3.94,0.76,156.36,0.42
B039284,1.94,1.76,177.66,0.46
B039285,3.85,1.96,119.76,0.14
B039286,4.5,1.36,64.0,0.19
B039287,2.9,1.87,71.4,0.28
B039288,2.89,1.12,139.8,0.36
B039289,3.94,0.84,78.74,0.17
B039290,4.56,1.38,185.38,0.12
B039291,3.11,1.56,147.47,0.46
B039292,4.03,0.82,198.32,0.37
B039293,2.74,1.96,87.5,0.4
B039294,1.58,0.91,69.89,0.36
B039295,3.19,1.01,166.81,0.18
B039296,2.87,0.7,140.07,0.16
B039297,2.84,1.58,107.9,0.24
B039298,1.92,0.61,94.81,0.3
B039299,4.57,1.79,160.9,0.15
B039300,1.43,1.21,191.9,0.24
B039301,1.98,1.39,102.67,0.21
B039302,2.49,1.77,125.92,0.13
B039303,3.61,0.57,172.47,0.26
B039304,4.79,0.64,57.91,0.42
B039305,1.91,0.94,135.54,0.43
B039306,1.77,1.66,65.25,0.23
B039307,4.67,1.05,157.24,0.4
B039308,4.53,0.87,119.07,0.27
B039309,3.4,0.65,135.73,0.31
B039310,2.86,0.72,58.21,0.2
B039311,3.35,0.55,131.46,0.32
B039312,3.86,1.85,186.07,0.1
B039313,1.76,0.68,153.78,0.14
B039314,2.0,0.74,119.19,0.12
B039315,1.84,1.54,190.02,0.2
B039316,2.59,1.9,128.18,0.18
B039317,2.98,1.46,190.25,0.22
B039318,2.19,1.5,199.24,0.38
B039319,2.84,1.97,188.29,0.41
B039320,1.04,1.47,112.46,0.39
B039321,1.57,1.19,180.34,0.22
B039322,1.29,0.56,167.99,0.47
B039323,1.87,1.15,105.84,0.25
B039324,1.6,0.5,143.96,0.48
B039325,3.26,0.64,146.75,0.13
B039326,1.59,0.59,158.8,0.39
B039327,3.43,0.92,108.88,0.2
B039328,4.3,1.62,186.79,0.32
B039329,2.8,1.54,106.73,0.16
B039330,3.62,1.06,152.9,0.2
B039331,4.69,0.97,162.1,0.21
B039332,3.77,0.84,150.99,0.38
B039333,4.02,1.39,177.2,0.44
B039334,2.49,1.69,60.14,0.29
B039335,1.71,0.79,153.9,0.15
B039336,1.03,1.58,196.94,0.38
B039337,3.03,0.57,68.62,0.31
B039338,1.01,0.66,188.02,0.37
B039339,2.95,0.96,81.86,0.32
B039340,3.64,0.87,73.17,0.37
B039341,2.72,1.72,131.55,0.1
B039342,1.68,1.67,116.44,0.31
B039343,3.77,1.68,110.32,0.12
B039344,2.03,0.7,85.39,0.24
B039345,3.56,1.83,192.65,0.13
B039346,3.37,1.35,197.91,0.13
B039347,2.35,1.37,74.99,0.27
B039348,1.42,0.55,120.3,0.31
B039349,2.06,1.46,53.3,0.2
B039350,4.89,1.94,78.04,0.29
B039351,2.79,1.68,108.29,0.49
B039352,4.56,1.88,164.03,0.1
B039353,4.79,1.86,87.02,0.27
B039354,1.38,1.64,187.32,0.31
B039355,3.15,1.19,95.74,0.25
B039356,1.99,1.86,109.77,0.33
B039357,1.27,0.73,125.94,0.19
B039358,2.69,1.05,145.0,0.21
B039359,2.51,1.87,189.61,0.27
B039360,2.2,1.25,189.43,0.26
B039361,2.64,0.89,160.14,0.21
B039362,2.44,1.7,58.19,0.48
B039363,3.47,0.66,64.77,0.13
B039364,3.36,1.63,168.15,0.15
B039365,1.3,1.03,74.03,0.4
B039366,4.11,0.72,58.65,0.38
B039367,2.14,1.41,195.32,0.17
B039368,1.03,1.29,96.69,0.37
B039369,2.37,1.15,93.75,0.48
B039370,2.1,1.56,136.24,0.43
B039371,3.65,1.61,142.5,0.49
B039372,1.78,1.02,196.53,0.48
B039373,4.31,1.2,175.18,0.13
B039374,4.0,1.68,87.92,0.18
B039375,4.46,1.59,84.34,0.44
B039376,4.58,0.8,192.12,0.11
B039377,4.68,0.56,146.59,0.26
B039378,2.01,1.4,119.39,0.15
B039379,4.11,1.19,59.83,0.43
B039380,1.4,1.39,73.63,0.11
B039381,1.39,1.18,166.72,0.13
B039382,4.75,1.06,151.7,0.37
B039383,1.21,1.26,151.87,0.49
B039384,3.28,1.27,155.13,0.24
B039385,3.55,1.79,186.99,0.2
B039386,2.27,1.27,170.44,0.31
B039387,4.47,1.85,187.57,0.13
B039388,4.54,1.53,141.49,0.15
B039389,4.12,0.8,166.5,0.2
B039390,2.65,1.18,133.84,0.36
B039391,1.05,0.58,94.78,0.3
B039392,2.45,1.51,142.93,0.44
B039393,4.8,0.55,68.1,0.35
B039394,1.61,1.89,158.04,0.35
B039395,1.12,1.86,180.92,0.22
B039396,3.47,0.51,119.83,0.39
B039397,1.6,0.65,107.72,0.39
B039398,2.14,1.85,167.06,0.25
B039399,1.5,1.25,92.13,0.16
B039400,3.49,1.3,147.01,0.13
B039401,4.45,1.21,58.8,0.19
B039402,3.78,1.83,176.29,0.15
B039403,3.45,1.54,108.92,0.19
B039404,3.78,1.22,122.06,0.4
B039405,4.27,0.85,72.43,0.23
B039406,2.79,1.8,186.36,0.23
B039407,3.89,0.79,99.49,0.39
B039408,1.53,0.55,176.72,0.43
B039409,4.76,1.8,109.49,0.25
B039410,2.31,0.88,90.76,0.11
B039411,2.99,1.55,186.26,0.14
B039412,2.47,1.03,58.18,0.44
B039413,3.14,1.21,198.49,0.28
B039414,2.58,0.64,190.44,0.41
B039415,4.22,1.1,161.31,0.1
B039416,2.76,1.76,129.55,0.25
B039417,4.67,1.03,148.15,0.19
B039418,4.7,1.26,110.12,0.14
B039419,2.52,0.81,166.09,0.19
B039420,2.39,1.98,99.5,0.15
B039421,3.28,1.27,157.17,0.21
B039422,2.54,1.2,90.85,0.24
B039423,1.23,1.59,85.27,0.42
B039424,4.35,1.52,90.4,0.26
B039425,2.08,0.96,86.7,0.23
B039426,1.41,0.6,177.19,0.28
B039427,2.85,0.67,143.64,0.38
B039428,2.18,1.41,190.17,0.37
B039429,1.34,1.46,114.89,0.37
B039430,3.19,1.73,71.33,0.22
B039431,4.61,1.83,163.5,0.32
B039432,4.18,0.5,98.08,0.31
B039433,1.32,1.7,142.77,0.14
B039434,3.93,1.96,54.05,0.43
B039435,2.62,1.07,76.05,0.22
B039436,1.6,1.2,164.11,0.15
B039437,4.35,0.79,114.62,0.16
B039438,4.98,1.34,126.7,0.11
B039439,2.52,0.52,187.76,0.35
B039440,1.62,0.95,68.81,0.18
B039441,3.76,1.47,195.42,0.12
B039442,4.52,1.67,89.79,0.22
B039443,3.51,1.71,135.04,0.19
B039444,3.26,1.43,170.99,0.4
B039445,4.4,0.79,183.95,0.17
B039446,3.38,1.2,94.5,0.12
B039447,4.54,0.79,108.44,0.44
B039448,1.73,1.43,133.24,0.36
B039449,4.8,1.84,160.74,0.13
B039450,2.56,1.84,74.07,0.17
B039451,2.89,0.62,58.96,0.44
B039452,4.9,1.06,120.23,0.13
B039453,1.7,0.7,132.29,0.43
B039454,4.88,1.5,166.35,0.19
B039455,2.61,1.47,164.05,0.24
B039456,1.97,1.22,55.28,0.11
B039457,4.92,1.94,198.56,0.41
B039458,4.29,0.53,156.6,0.13
B039459,1.76,1.47,63.72,0.3
B039460,4.13,0.73,121.41,0.17
B039461,3.07,1.59,93.69,0.38
B039462,4.75,0.9,105.86,0.21
B039463,3.23,0.97,128.29,0.4
B039464,1.99,0.81,159.73,0.2
B039465,2.1,1.38,178.0,0.32
B039466,4.06,1.98,111.93,0.12
B039467,2.29,1.49,87.21,0.26
B039468,1.92,1.66,53.79,0.32
B039469,1.46,1.5,54.91,0.4
B039470,3.7,0.5,129.2,0.29
B039471,3.04,0.78,197.45,0.17
B039472,1.57,1.63,93.58,0.46
B039473,4.69,1.75,62.19,0.21
B039474,3.71,1.29,79.63,0.47
B039475,1.81,0.87,175.8,0.22
B039476,2.1,1.2,87.43,0.36
B039477,1.51,0.65,175.07,0.41
B039478,2.74,1.65,117.54,0.1
B039479,4.9,1.91,133.23,0.3
B039480,2.74,0.82,190.68,0.37
B039481,4.49,0.68,176.16,0.19
B039482,4.6,1.73,152.6,0.26
B039483,3.02,1.2,92.52,0.47
B039484,3.67,1.11,94.55,0.47
B039485,3.47,1.82,185.59,0.24
B039486,4.61,1.84,83.99,0.43
B039487,3.59,1.21,148.89,0.16
B039488,2.16,1.47,184.79,0.49
B039489,2.66,1.61,76.93,0.13
B039490,2.31,1.42,195.06,0.35
B039491,1.93,1.4,88.24,0.43
B039492,3.47,0.6,105.8,0.47
B039493,4.86,1.35,84.31,0.43
B039494,4.86,0.91,177.13,0.3
B039495,3.25,1.85,86.72,0.46
B039496,2.05,0.98,179.86,0.24
B039497,3.62,1.83,90.25,0.43
B039498,2.0,0.55,115.43,0.39
B039499,3.84,1.1,57.56,0.39
B039500,1.33,0.94,87.08,0.44
B039501,3.08,1.93,67.75,0.48
B039502,2.11,0.65,115.12,0.21
